Description,InvoiceMonth,TotalPrice
36 PENCILS TUBE RED RETROSPOT,2011-05-01,345.0
36 PENCILS TUBE RED RETROSPOT,2011-06-01,656.36
36 PENCILS TUBE RED RETROSPOT,2011-07-01,190.0
36 PENCILS TUBE RED RETROSPOT,2011-08-01,421.93
36 PENCILS TUBE RED RETROSPOT,2011-09-01,633.86
36 PENCILS TUBE RED RETROSPOT,2011-10-01,423.18
36 PENCILS TUBE RED RETROSPOT,2011-11-01,565.0
36 PENCILS TUBE RED RETROSPOT,2011-12-01,31.25
36 PENCILS TUBE SKULLS,2009-12-01,280.0
36 PENCILS TUBE SKULLS,2010-01-01,115.0
36 PENCILS TUBE SKULLS,2010-02-01,183.75
36 PENCILS TUBE SKULLS,2010-03-01,232.13
36 PENCILS TUBE SKULLS,2010-04-01,117.5
36 PENCILS TUBE SKULLS,2010-05-01,77.5
36 PENCILS TUBE SKULLS,2010-06-01,191.25
36 PENCILS TUBE SKULLS,2010-07-01,138.75
36 PENCILS TUBE SKULLS,2010-08-01,148.75
36 PENCILS TUBE SKULLS,2010-09-01,266.25
36 PENCILS TUBE SKULLS,2010-10-01,354.43
36 PENCILS TUBE SKULLS,2010-11-01,549.43
36 PENCILS TUBE SKULLS,2010-12-01,92.5
36 PENCILS TUBE SKULLS,2011-01-01,82.5
36 PENCILS TUBE SKULLS,2011-02-01,50.0
36 PENCILS TUBE SKULLS,2011-03-01,168.75
36 PENCILS TUBE SKULLS,2011-04-01,210.0
36 PENCILS TUBE SKULLS,2011-05-01,123.75
36 PENCILS TUBE SKULLS,2011-06-01,106.25
36 PENCILS TUBE SKULLS,2011-07-01,141.25
36 PENCILS TUBE SKULLS,2011-08-01,117.5
36 PENCILS TUBE SKULLS,2011-09-01,148.75
36 PENCILS TUBE SKULLS,2011-10-01,413.18
36 PENCILS TUBE SKULLS,2011-11-01,327.5
36 PENCILS TUBE SKULLS,2011-12-01,73.75
36 PENCILS TUBE WOODLAND,2009-12-01,197.5
36 PENCILS TUBE WOODLAND,2010-01-01,106.25
36 PENCILS TUBE WOODLAND,2010-02-01,181.25
36 PENCILS TUBE WOODLAND,2010-03-01,161.25
36 PENCILS TUBE WOODLAND,2010-04-01,180.71
36 PENCILS TUBE WOODLAND,2010-05-01,187.5
36 PENCILS TUBE WOODLAND,2010-06-01,247.5
36 PENCILS TUBE WOODLAND,2010-07-01,136.25
36 PENCILS TUBE WOODLAND,2010-08-01,263.75
36 PENCILS TUBE WOODLAND,2010-09-01,268.75
36 PENCILS TUBE WOODLAND,2010-10-01,177.5
36 PENCILS TUBE WOODLAND,2010-11-01,288.75
36 PENCILS TUBE WOODLAND,2010-12-01,161.25
36 PENCILS TUBE WOODLAND,2011-01-01,75.0
36 PENCILS TUBE WOODLAND,2011-02-01,68.75
36 PENCILS TUBE WOODLAND,2011-03-01,168.75
36 PENCILS TUBE WOODLAND,2011-04-01,232.5
36 PENCILS TUBE WOODLAND,2011-05-01,122.5
36 PENCILS TUBE WOODLAND,2011-06-01,225.0
36 PENCILS TUBE WOODLAND,2011-07-01,161.25
36 PENCILS TUBE WOODLAND,2011-08-01,484.43
36 PENCILS TUBE WOODLAND,2011-09-01,252.5
36 PENCILS TUBE WOODLAND,2011-10-01,88.75
4 TRADITIONAL SPINNING TOPS,2010-05-01,173.75
4 TRADITIONAL SPINNING TOPS,2010-06-01,390.0
4 TRADITIONAL SPINNING TOPS,2010-07-01,357.5
4 TRADITIONAL SPINNING TOPS,2010-08-01,653.35
4 TRADITIONAL SPINNING TOPS,2010-09-01,433.75
4 TRADITIONAL SPINNING TOPS,2010-10-01,916.25
4 TRADITIONAL SPINNING TOPS,2010-11-01,897.5
4 TRADITIONAL SPINNING TOPS,2010-12-01,393.75
4 TRADITIONAL SPINNING TOPS,2011-01-01,333.35
4 TRADITIONAL SPINNING TOPS,2011-02-01,176.25
4 TRADITIONAL SPINNING TOPS,2011-03-01,831.3
4 TRADITIONAL SPINNING TOPS,2011-04-01,482.75
4 TRADITIONAL SPINNING TOPS,2011-05-01,723.35
4 TRADITIONAL SPINNING TOPS,2011-06-01,352.35
4 TRADITIONAL SPINNING TOPS,2011-07-01,421.95
4 TRADITIONAL SPINNING TOPS,2011-08-01,309.35
4 TRADITIONAL SPINNING TOPS,2011-09-01,357.84
4 TRADITIONAL SPINNING TOPS,2011-10-01,637.38
4 TRADITIONAL SPINNING TOPS,2011-11-01,868.19
4 TRADITIONAL SPINNING TOPS,2011-12-01,226.02
5 HOOK HANGER RED MAGIC TOADSTOOL,2010-09-01,670.65
5 HOOK HANGER RED MAGIC TOADSTOOL,2010-10-01,409.8
5 HOOK HANGER RED MAGIC TOADSTOOL,2010-11-01,1085.7
5 HOOK HANGER RED MAGIC TOADSTOOL,2010-12-01,292.05
5 HOOK HANGER RED MAGIC TOADSTOOL,2011-01-01,771.3
5 HOOK HANGER RED MAGIC TOADSTOOL,2011-02-01,715.2
5 HOOK HANGER RED MAGIC TOADSTOOL,2011-03-01,560.55
5 HOOK HANGER RED MAGIC TOADSTOOL,2011-04-01,295.2
5 HOOK HANGER RED MAGIC TOADSTOOL,2011-05-01,1799.1
5 HOOK HANGER RED MAGIC TOADSTOOL,2011-06-01,123.75
5 HOOK HANGER RED MAGIC TOADSTOOL,2011-07-01,34.65
5 HOOK HANGER RED MAGIC TOADSTOOL,2011-08-01,9.9
5 HOOK HANGER RED MAGIC TOADSTOOL,2011-09-01,33.0
5 HOOK HANGER RED MAGIC TOADSTOOL,2011-10-01,3.3
5 HOOK HANGER RED MAGIC TOADSTOOL,2011-11-01,44.55
6 CHOCOLATE LOVE HEART T-LIGHTS,2009-12-01,665.94
6 CHOCOLATE LOVE HEART T-LIGHTS,2010-01-01,428.4
6 CHOCOLATE LOVE HEART T-LIGHTS,2010-02-01,292.8
6 CHOCOLATE LOVE HEART T-LIGHTS,2010-03-01,80.4
6 CHOCOLATE LOVE HEART T-LIGHTS,2010-04-01,52.5
6 CHOCOLATE LOVE HEART T-LIGHTS,2010-05-01,18.9
6 CHOCOLATE LOVE HEART T-LIGHTS,2010-06-01,44.1
6 CHOCOLATE LOVE HEART T-LIGHTS,2010-07-01,48.3
6 CHOCOLATE LOVE HEART T-LIGHTS,2010-08-01,58.8
6 CHOCOLATE LOVE HEART T-LIGHTS,2010-09-01,333.18
6 CHOCOLATE LOVE HEART T-LIGHTS,2010-10-01,439.5
6 CHOCOLATE LOVE HEART T-LIGHTS,2010-11-01,495.48
6 CHOCOLATE LOVE HEART T-LIGHTS,2010-12-01,545.76
6 CHOCOLATE LOVE HEART T-LIGHTS,2011-01-01,138.6
6 CHOCOLATE LOVE HEART T-LIGHTS,2011-02-01,83.28
6 CHOCOLATE LOVE HEART T-LIGHTS,2011-03-01,86.76
6 CHOCOLATE LOVE HEART T-LIGHTS,2011-04-01,29.4
6 CHOCOLATE LOVE HEART T-LIGHTS,2011-05-01,25.2
6 CHOCOLATE LOVE HEART T-LIGHTS,2011-06-01,42.0
6 CHOCOLATE LOVE HEART T-LIGHTS,2011-07-01,12.6
6 CHOCOLATE LOVE HEART T-LIGHTS,2011-08-01,102.6
6 CHOCOLATE LOVE HEART T-LIGHTS,2011-09-01,38.26
6 CHOCOLATE LOVE HEART T-LIGHTS,2011-10-01,196.15
6 CHOCOLATE LOVE HEART T-LIGHTS,2011-11-01,662.63
6 CHOCOLATE LOVE HEART T-LIGHTS,2011-12-01,234.6
6 EGG HOUSE PAINTED WOOD,2009-12-01,381.5
6 EGG HOUSE PAINTED WOOD,2010-01-01,1317.6
6 EGG HOUSE PAINTED WOOD,2010-02-01,333.9
6 EGG HOUSE PAINTED WOOD,2010-03-01,572.3
6 EGG HOUSE PAINTED WOOD,2010-04-01,151.05
6 EGG HOUSE PAINTED WOOD,2010-05-01,206.7
6 EGG HOUSE PAINTED WOOD,2010-06-01,238.4
6 EGG HOUSE PAINTED WOOD,2010-07-01,222.6
6 EGG HOUSE PAINTED WOOD,2010-08-01,357.65
6 EGG HOUSE PAINTED WOOD,2010-09-01,349.7
6 EGG HOUSE PAINTED WOOD,2010-10-01,437.05
6 EGG HOUSE PAINTED WOOD,2010-11-01,317.9
6 EGG HOUSE PAINTED WOOD,2010-12-01,198.75
6 EGG HOUSE PAINTED WOOD,2011-01-01,198.75
6 EGG HOUSE PAINTED WOOD,2011-02-01,190.8
6 EGG HOUSE PAINTED WOOD,2011-03-01,333.9
6 EGG HOUSE PAINTED WOOD,2011-04-01,294.15
6 EGG HOUSE PAINTED WOOD,2011-05-01,143.1
6 EGG HOUSE PAINTED WOOD,2011-06-01,79.5
6 EGG HOUSE PAINTED WOOD,2011-07-01,119.25
6 EGG HOUSE PAINTED WOOD,2011-08-01,103.35
6 EGG HOUSE PAINTED WOOD,2011-09-01,87.45
6 EGG HOUSE PAINTED WOOD,2011-10-01,182.85
6 EGG HOUSE PAINTED WOOD,2011-11-01,142.99
6 EGG HOUSE PAINTED WOOD,2011-12-01,47.7
6 RIBBONS ELEGANT CHRISTMAS,2009-12-01,369.6
6 RIBBONS ELEGANT CHRISTMAS,2010-01-01,3.3
6 RIBBONS ELEGANT CHRISTMAS,2010-02-01,90.75
6 RIBBONS ELEGANT CHRISTMAS,2010-03-01,33.0
6 RIBBONS ELEGANT CHRISTMAS,2010-04-01,11.55
6 RIBBONS ELEGANT CHRISTMAS,2010-05-01,21.45
6 RIBBONS ELEGANT CHRISTMAS,2010-06-01,1.65
6 RIBBONS ELEGANT CHRISTMAS,2010-07-01,36.3
6 RIBBONS ELEGANT CHRISTMAS,2010-08-01,47.85
6 RIBBONS ELEGANT CHRISTMAS,2010-09-01,469.5
6 RIBBONS ELEGANT CHRISTMAS,2010-10-01,679.05
6 RIBBONS ELEGANT CHRISTMAS,2010-11-01,264.0
6 RIBBONS ELEGANT CHRISTMAS,2010-12-01,966.9
6 RIBBONS ELEGANT CHRISTMAS,2011-01-01,3.3
6 RIBBONS ELEGANT CHRISTMAS,2011-02-01,6.6
6 RIBBONS ELEGANT CHRISTMAS,2011-05-01,8.25
6 RIBBONS ELEGANT CHRISTMAS,2011-08-01,205.2
6 RIBBONS ELEGANT CHRISTMAS,2011-09-01,362.24
6 RIBBONS ELEGANT CHRISTMAS,2011-10-01,102.16
6 RIBBONS ELEGANT CHRISTMAS,2011-11-01,478.21
6 RIBBONS ELEGANT CHRISTMAS,2011-12-01,277.12
6 RIBBONS RUSTIC CHARM,2009-12-01,37.95
6 RIBBONS RUSTIC CHARM,2010-01-01,19.8
6 RIBBONS RUSTIC CHARM,2010-03-01,692.25
6 RIBBONS RUSTIC CHARM,2010-04-01,994.2
6 RIBBONS RUSTIC CHARM,2010-05-01,1339.05
6 RIBBONS RUSTIC CHARM,2010-06-01,1144.35
6 RIBBONS RUSTIC CHARM,2010-07-01,694.65
6 RIBBONS RUSTIC CHARM,2010-08-01,1179.75
6 RIBBONS RUSTIC CHARM,2010-09-01,1606.35
6 RIBBONS RUSTIC CHARM,2010-10-01,2278.8
6 RIBBONS RUSTIC CHARM,2010-11-01,2126.85
6 RIBBONS RUSTIC CHARM,2010-12-01,1345.65
6 RIBBONS RUSTIC CHARM,2011-01-01,855.6
6 RIBBONS RUSTIC CHARM,2011-02-01,827.55
6 RIBBONS RUSTIC CHARM,2011-03-01,1052.7
6 RIBBONS RUSTIC CHARM,2011-04-01,774.75
6 RIBBONS RUSTIC CHARM,2011-05-01,795.3
6 RIBBONS RUSTIC CHARM,2011-06-01,702.9
6 RIBBONS RUSTIC CHARM,2011-07-01,826.65
6 RIBBONS RUSTIC CHARM,2011-08-01,1311.0
6 RIBBONS RUSTIC CHARM,2011-09-01,2032.38
6 RIBBONS RUSTIC CHARM,2011-10-01,2277.17
6 RIBBONS RUSTIC CHARM,2011-11-01,2015.32
6 RIBBONS RUSTIC CHARM,2011-12-01,526.37
60 CAKE CASES DOLLY GIRL DESIGN,2010-09-01,99.0
60 CAKE CASES DOLLY GIRL DESIGN,2010-10-01,399.1
60 CAKE CASES DOLLY GIRL DESIGN,2010-11-01,751.0
60 CAKE CASES DOLLY GIRL DESIGN,2010-12-01,403.3
60 CAKE CASES DOLLY GIRL DESIGN,2011-01-01,326.85
60 CAKE CASES DOLLY GIRL DESIGN,2011-02-01,164.8
60 CAKE CASES DOLLY GIRL DESIGN,2011-03-01,499.55
60 CAKE CASES DOLLY GIRL DESIGN,2011-04-01,156.2
60 CAKE CASES DOLLY GIRL DESIGN,2011-05-01,203.5
60 CAKE CASES DOLLY GIRL DESIGN,2011-06-01,244.7
60 CAKE CASES DOLLY GIRL DESIGN,2011-07-01,156.2
60 CAKE CASES DOLLY GIRL DESIGN,2011-08-01,353.8
60 CAKE CASES DOLLY GIRL DESIGN,2011-09-01,487.93
60 CAKE CASES DOLLY GIRL DESIGN,2011-10-01,404.85
60 CAKE CASES DOLLY GIRL DESIGN,2011-11-01,368.23
60 CAKE CASES DOLLY GIRL DESIGN,2011-12-01,73.85
60 CAKE CASES VINTAGE CHRISTMAS,2010-09-01,475.5
60 CAKE CASES VINTAGE CHRISTMAS,2010-10-01,1791.6
60 CAKE CASES VINTAGE CHRISTMAS,2010-11-01,2894.37
60 CAKE CASES VINTAGE CHRISTMAS,2010-12-01,889.3
60 CAKE CASES VINTAGE CHRISTMAS,2011-03-01,13.2
60 CAKE CASES VINTAGE CHRISTMAS,2011-05-01,0.55
60 CAKE CASES VINTAGE CHRISTMAS,2011-06-01,1.1
60 CAKE CASES VINTAGE CHRISTMAS,2011-07-01,575.75
60 CAKE CASES VINTAGE CHRISTMAS,2011-08-01,375.4
60 CAKE CASES VINTAGE CHRISTMAS,2011-09-01,1799.55
60 CAKE CASES VINTAGE CHRISTMAS,2011-10-01,1908.9
60 CAKE CASES VINTAGE CHRISTMAS,2011-11-01,1806.8
60 CAKE CASES VINTAGE CHRISTMAS,2011-12-01,352.55
60 TEATIME FAIRY CAKE CASES,2009-12-01,919.73
60 TEATIME FAIRY CAKE CASES,2010-01-01,1405.55
60 TEATIME FAIRY CAKE CASES,2010-02-01,1680.25
60 TEATIME FAIRY CAKE CASES,2010-03-01,1389.65
60 TEATIME FAIRY CAKE CASES,2010-04-01,1540.0
60 TEATIME FAIRY CAKE CASES,2010-05-01,1665.6
60 TEATIME FAIRY CAKE CASES,2010-06-01,1603.71
60 TEATIME FAIRY CAKE CASES,2010-07-01,1195.85
60 TEATIME FAIRY CAKE CASES,2010-08-01,1605.18
60 TEATIME FAIRY CAKE CASES,2010-09-01,1518.95
60 TEATIME FAIRY CAKE CASES,2010-10-01,1617.1
60 TEATIME FAIRY CAKE CASES,2010-11-01,1106.08
60 TEATIME FAIRY CAKE CASES,2010-12-01,988.7
60 TEATIME FAIRY CAKE CASES,2011-01-01,539.85
60 TEATIME FAIRY CAKE CASES,2011-02-01,353.45
60 TEATIME FAIRY CAKE CASES,2011-03-01,955.55
60 TEATIME FAIRY CAKE CASES,2011-04-01,1045.6
60 TEATIME FAIRY CAKE CASES,2011-05-01,693.9
60 TEATIME FAIRY CAKE CASES,2011-06-01,387.99
60 TEATIME FAIRY CAKE CASES,2011-07-01,633.65
60 TEATIME FAIRY CAKE CASES,2011-08-01,676.35
60 TEATIME FAIRY CAKE CASES,2011-09-01,1102.53
60 TEATIME FAIRY CAKE CASES,2011-10-01,724.35
60 TEATIME FAIRY CAKE CASES,2011-11-01,701.15
60 TEATIME FAIRY CAKE CASES,2011-12-01,70.85
72 SWEETHEART FAIRY CAKE CASES,2009-12-01,839.7
72 SWEETHEART FAIRY CAKE CASES,2010-01-01,1569.35
72 SWEETHEART FAIRY CAKE CASES,2010-02-01,776.1
72 SWEETHEART FAIRY CAKE CASES,2010-03-01,722.0
72 SWEETHEART FAIRY CAKE CASES,2010-04-01,680.2
72 SWEETHEART FAIRY CAKE CASES,2010-05-01,450.35
72 SWEETHEART FAIRY CAKE CASES,2010-06-01,892.05
72 SWEETHEART FAIRY CAKE CASES,2010-07-01,728.1
72 SWEETHEART FAIRY CAKE CASES,2010-08-01,767.43
72 SWEETHEART FAIRY CAKE CASES,2010-09-01,619.05
72 SWEETHEART FAIRY CAKE CASES,2010-10-01,705.35
72 SWEETHEART FAIRY CAKE CASES,2010-11-01,1298.84
72 SWEETHEART FAIRY CAKE CASES,2010-12-01,826.45
72 SWEETHEART FAIRY CAKE CASES,2011-01-01,703.2
72 SWEETHEART FAIRY CAKE CASES,2011-02-01,425.45
72 SWEETHEART FAIRY CAKE CASES,2011-03-01,653.4
72 SWEETHEART FAIRY CAKE CASES,2011-04-01,427.4
72 SWEETHEART FAIRY CAKE CASES,2011-05-01,314.4
72 SWEETHEART FAIRY CAKE CASES,2011-06-01,261.4
72 SWEETHEART FAIRY CAKE CASES,2011-07-01,829.55
72 SWEETHEART FAIRY CAKE CASES,2011-08-01,305.6
72 SWEETHEART FAIRY CAKE CASES,2011-09-01,707.97
72 SWEETHEART FAIRY CAKE CASES,2011-10-01,432.6
72 SWEETHEART FAIRY CAKE CASES,2011-11-01,424.13
72 SWEETHEART FAIRY CAKE CASES,2011-12-01,115.15
ABC TREASURE BOOK BOX,2011-03-01,504.0
ABC TREASURE BOOK BOX,2011-04-01,351.0
ABC TREASURE BOOK BOX,2011-05-01,750.6
ABC TREASURE BOOK BOX,2011-06-01,141.75
ABC TREASURE BOOK BOX,2011-07-01,175.5
ABC TREASURE BOOK BOX,2011-08-01,409.05
ABC TREASURE BOOK BOX,2011-09-01,575.71
ABC TREASURE BOOK BOX,2011-10-01,338.4
ABC TREASURE BOOK BOX,2011-11-01,1109.25
ABC TREASURE BOOK BOX,2011-12-01,22.5
ADVENT CALENDAR GINGHAM SACK,2010-07-01,202.3
ADVENT CALENDAR GINGHAM SACK,2010-08-01,446.25
ADVENT CALENDAR GINGHAM SACK,2010-09-01,791.35
ADVENT CALENDAR GINGHAM SACK,2010-10-01,2111.85
ADVENT CALENDAR GINGHAM SACK,2010-11-01,2141.6
ADVENT CALENDAR GINGHAM SACK,2010-12-01,130.9
ADVENT CALENDAR GINGHAM SACK,2011-05-01,17.85
ADVENT CALENDAR GINGHAM SACK,2011-06-01,41.65
ADVENT CALENDAR GINGHAM SACK,2011-07-01,214.2
ADVENT CALENDAR GINGHAM SACK,2011-08-01,166.6
ADVENT CALENDAR GINGHAM SACK,2011-09-01,927.4
ADVENT CALENDAR GINGHAM SACK,2011-10-01,1385.95
ADVENT CALENDAR GINGHAM SACK,2011-11-01,1868.24
ADVENT CALENDAR GINGHAM SACK,2011-12-01,88.44
AFGHAN SLIPPER SOCK PAIR,2009-12-01,1355.9
AFGHAN SLIPPER SOCK PAIR,2010-01-01,172.5
AFGHAN SLIPPER SOCK PAIR,2010-02-01,6.9
AFGHAN SLIPPER SOCK PAIR,2010-03-01,241.5
AFGHAN SLIPPER SOCK PAIR,2010-04-01,34.5
AFGHAN SLIPPER SOCK PAIR,2010-06-01,345.0
AFGHAN SLIPPER SOCK PAIR,2010-08-01,172.5
AFGHAN SLIPPER SOCK PAIR,2010-09-01,1903.0
AFGHAN SLIPPER SOCK PAIR,2010-10-01,1607.75
AFGHAN SLIPPER SOCK PAIR,2010-11-01,748.65
AFGHAN SLIPPER SOCK PAIR,2010-12-01,2183.95
AFGHAN SLIPPER SOCK PAIR,2011-01-01,138.0
AFGHAN SLIPPER SOCK PAIR,2011-02-01,34.5
AFGHAN SLIPPER SOCK PAIR,2011-05-01,6.9
AFGHAN SLIPPER SOCK PAIR,2011-09-01,3.45
AFGHAN SLIPPER SOCK PAIR,2011-10-01,75.9
AFGHAN SLIPPER SOCK PAIR,2011-11-01,20.7
AGED GLASS SILVER T-LIGHT HOLDER,2009-12-01,476.35
AGED GLASS SILVER T-LIGHT HOLDER,2010-01-01,338.45
AGED GLASS SILVER T-LIGHT HOLDER,2010-02-01,150.15
AGED GLASS SILVER T-LIGHT HOLDER,2010-03-01,322.8
AGED GLASS SILVER T-LIGHT HOLDER,2010-04-01,273.0
AGED GLASS SILVER T-LIGHT HOLDER,2010-05-01,250.8
AGED GLASS SILVER T-LIGHT HOLDER,2010-06-01,187.85
AGED GLASS SILVER T-LIGHT HOLDER,2010-07-01,429.55
AGED GLASS SILVER T-LIGHT HOLDER,2010-08-01,345.6
AGED GLASS SILVER T-LIGHT HOLDER,2010-09-01,397.7
AGED GLASS SILVER T-LIGHT HOLDER,2010-10-01,266.5
AGED GLASS SILVER T-LIGHT HOLDER,2010-11-01,902.45
AGED GLASS SILVER T-LIGHT HOLDER,2010-12-01,884.1
AGED GLASS SILVER T-LIGHT HOLDER,2011-01-01,238.45
AGED GLASS SILVER T-LIGHT HOLDER,2011-02-01,860.1
AGED GLASS SILVER T-LIGHT HOLDER,2011-03-01,142.25
AGED GLASS SILVER T-LIGHT HOLDER,2011-04-01,313.5
AGED GLASS SILVER T-LIGHT HOLDER,2011-05-01,490.55
AGED GLASS SILVER T-LIGHT HOLDER,2011-06-01,474.95
AGED GLASS SILVER T-LIGHT HOLDER,2011-07-01,314.5
AGED GLASS SILVER T-LIGHT HOLDER,2011-08-01,274.95
AGED GLASS SILVER T-LIGHT HOLDER,2011-09-01,889.8
AGED GLASS SILVER T-LIGHT HOLDER,2011-10-01,405.4
AGED GLASS SILVER T-LIGHT HOLDER,2011-11-01,698.55
AGED GLASS SILVER T-LIGHT HOLDER,2011-12-01,369.0
AIRLINE BAG VINTAGE JET SET RED,2010-02-01,249.55
AIRLINE BAG VINTAGE JET SET RED,2010-03-01,382.9
AIRLINE BAG VINTAGE JET SET RED,2010-04-01,313.05
AIRLINE BAG VINTAGE JET SET RED,2010-05-01,184.15
AIRLINE BAG VINTAGE JET SET RED,2010-06-01,281.4
AIRLINE BAG VINTAGE JET SET RED,2010-07-01,133.35
AIRLINE BAG VINTAGE JET SET RED,2010-08-01,63.5
AIRLINE BAG VINTAGE JET SET RED,2010-09-01,140.2
AIRLINE BAG VINTAGE JET SET RED,2010-10-01,246.5
AIRLINE BAG VINTAGE JET SET RED,2010-11-01,412.9
AIRLINE BAG VINTAGE JET SET RED,2010-12-01,217.4
AIRLINE BAG VINTAGE JET SET RED,2011-01-01,55.25
AIRLINE BAG VINTAGE JET SET RED,2011-02-01,115.4
AIRLINE BAG VINTAGE JET SET RED,2011-03-01,128.15
AIRLINE BAG VINTAGE JET SET RED,2011-04-01,85.0
AIRLINE BAG VINTAGE JET SET RED,2011-05-01,55.25
AIRLINE BAG VINTAGE JET SET RED,2011-06-01,131.75
AIRLINE BAG VINTAGE JET SET RED,2011-07-01,93.5
AIRLINE BAG VINTAGE JET SET RED,2011-08-01,170.65
AIRLINE BAG VINTAGE JET SET RED,2011-09-01,233.85
AIRLINE BAG VINTAGE JET SET RED,2011-10-01,335.75
AIRLINE BAG VINTAGE JET SET RED,2011-11-01,265.35
AIRLINE BAG VINTAGE JET SET RED,2011-12-01,42.29
AIRLINE BAG VINTAGE TOKYO 78,2010-02-01,629.25
AIRLINE BAG VINTAGE TOKYO 78,2010-03-01,304.8
AIRLINE BAG VINTAGE TOKYO 78,2010-04-01,311.15
AIRLINE BAG VINTAGE TOKYO 78,2010-05-01,101.6
AIRLINE BAG VINTAGE TOKYO 78,2010-06-01,304.9
AIRLINE BAG VINTAGE TOKYO 78,2010-07-01,120.65
AIRLINE BAG VINTAGE TOKYO 78,2010-08-01,158.75
AIRLINE BAG VINTAGE TOKYO 78,2010-09-01,340.75
AIRLINE BAG VINTAGE TOKYO 78,2010-10-01,507.25
AIRLINE BAG VINTAGE TOKYO 78,2010-11-01,727.5
AIRLINE BAG VINTAGE TOKYO 78,2010-12-01,410.5
AIRLINE BAG VINTAGE TOKYO 78,2011-01-01,96.0
AIRLINE BAG VINTAGE TOKYO 78,2011-02-01,232.75
AIRLINE BAG VINTAGE TOKYO 78,2011-03-01,273.95
AIRLINE BAG VINTAGE TOKYO 78,2011-04-01,170.0
AIRLINE BAG VINTAGE TOKYO 78,2011-05-01,304.0
AIRLINE BAG VINTAGE TOKYO 78,2011-06-01,178.5
AIRLINE BAG VINTAGE TOKYO 78,2011-07-01,118.4
AIRLINE BAG VINTAGE TOKYO 78,2011-08-01,217.4
AIRLINE BAG VINTAGE TOKYO 78,2011-09-01,312.33
AIRLINE BAG VINTAGE TOKYO 78,2011-10-01,512.62
AIRLINE BAG VINTAGE TOKYO 78,2011-11-01,591.02
AIRLINE BAG VINTAGE TOKYO 78,2011-12-01,170.16
ALARM CLOCK BAKELIKE CHOCOLATE,2010-09-01,178.56
ALARM CLOCK BAKELIKE CHOCOLATE,2010-10-01,528.18
ALARM CLOCK BAKELIKE CHOCOLATE,2010-11-01,1128.09
ALARM CLOCK BAKELIKE CHOCOLATE,2010-12-01,551.25
ALARM CLOCK BAKELIKE CHOCOLATE,2011-01-01,232.5
ALARM CLOCK BAKELIKE CHOCOLATE,2011-02-01,522.75
ALARM CLOCK BAKELIKE CHOCOLATE,2011-03-01,326.25
ALARM CLOCK BAKELIKE CHOCOLATE,2011-04-01,461.25
ALARM CLOCK BAKELIKE CHOCOLATE,2011-05-01,262.5
ALARM CLOCK BAKELIKE CHOCOLATE,2011-06-01,510.0
ALARM CLOCK BAKELIKE CHOCOLATE,2011-07-01,450.0
ALARM CLOCK BAKELIKE CHOCOLATE,2011-08-01,405.0
ALARM CLOCK BAKELIKE CHOCOLATE,2011-09-01,626.21
ALARM CLOCK BAKELIKE CHOCOLATE,2011-10-01,1288.42
ALARM CLOCK BAKELIKE CHOCOLATE,2011-11-01,836.88
ALARM CLOCK BAKELIKE CHOCOLATE,2011-12-01,300.0
ALARM CLOCK BAKELIKE GREEN,2010-09-01,523.56
ALARM CLOCK BAKELIKE GREEN,2010-10-01,1308.75
ALARM CLOCK BAKELIKE GREEN,2010-11-01,2257.5
ALARM CLOCK BAKELIKE GREEN,2010-12-01,2497.5
ALARM CLOCK BAKELIKE GREEN,2011-01-01,795.0
ALARM CLOCK BAKELIKE GREEN,2011-02-01,802.5
ALARM CLOCK BAKELIKE GREEN,2011-03-01,937.5
ALARM CLOCK BAKELIKE GREEN,2011-04-01,1560.75
ALARM CLOCK BAKELIKE GREEN,2011-06-01,1983.75
ALARM CLOCK BAKELIKE GREEN,2011-07-01,1361.25
ALARM CLOCK BAKELIKE GREEN,2011-08-01,2178.0
ALARM CLOCK BAKELIKE GREEN,2011-09-01,2314.22
ALARM CLOCK BAKELIKE GREEN,2011-10-01,3351.85
ALARM CLOCK BAKELIKE GREEN,2011-11-01,2858.52
ALARM CLOCK BAKELIKE GREEN,2011-12-01,1169.56
ALARM CLOCK BAKELIKE IVORY,2010-09-01,315.87
ALARM CLOCK BAKELIKE IVORY,2010-10-01,813.18
ALARM CLOCK BAKELIKE IVORY,2010-11-01,1563.09
ALARM CLOCK BAKELIKE IVORY,2010-12-01,1350.0
ALARM CLOCK BAKELIKE IVORY,2011-01-01,386.25
ALARM CLOCK BAKELIKE IVORY,2011-02-01,495.75
ALARM CLOCK BAKELIKE IVORY,2011-03-01,367.5
ALARM CLOCK BAKELIKE IVORY,2011-04-01,303.75
ALARM CLOCK BAKELIKE IVORY,2011-05-01,498.75
ALARM CLOCK BAKELIKE IVORY,2011-06-01,558.9
ALARM CLOCK BAKELIKE IVORY,2011-07-01,483.75
ALARM CLOCK BAKELIKE IVORY,2011-08-01,1601.25
ALARM CLOCK BAKELIKE IVORY,2011-09-01,1131.81
ALARM CLOCK BAKELIKE IVORY,2011-10-01,1813.38
ALARM CLOCK BAKELIKE IVORY,2011-11-01,1534.52
ALARM CLOCK BAKELIKE IVORY,2011-12-01,348.75
ALARM CLOCK BAKELIKE ORANGE,2010-09-01,347.31
ALARM CLOCK BAKELIKE ORANGE,2010-10-01,802.5
ALARM CLOCK BAKELIKE ORANGE,2010-11-01,1173.75
